2025-02-09 22:43:16,28.8,53.0,18.0,53.0
2025-02-09 22:43:16,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:17,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:18,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:19,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:20,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:21,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:22,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:23,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:43:24,28.8,53.0,18.0,53.0
2025-02-09 22:44:52,28.8,53.0,18.0,53.0,Moderate
2025-02-09 22:44:54,28.8,53.0,18.0,53.0,Moderate
2025-02-09 22:44:56,28.7,53.0,18.0,53.0,Moderate
2025-02-09 22:44:58,28.9,53.0,18.0,53.0,Moderate
2025-02-09 22:45:00,28.2,53.0,18.0,53.0,Moderate
2025-02-09 22:45:02,28.1,53.0,18.0,53.0,Moderate
2025-02-09 22:45:04,28.2,53.0,18.0,53.0,Moderate
2025-02-09 22:45:06,28.1,53.0,18.0,53.0,Moderate
2025-02-09 23:06:17,28.5,53.0,21.0,49.8,Good
2025-02-09 23:06:19,28.9,53.0,21.0,49.8,Good
2025-02-09 23:06:22,28.2,53.0,21.0,49.8,Good
2025-02-09 23:06:24,28.1,53.0,64.0,26.7,Good
2025-02-09 23:06:26,28.7,54.0,21.0,49.8,Good
2025-02-09 23:06:28,28.4,54.0,21.0,49.8,Good
